Algoritmo,ID_VETOR,NumeroEntradas,Tempo,TipoEntrada
BetterBubbleSort,14,80223,2.5840032,Decrescente
BetterBubbleSort,14,96304,3.8230523,Decrescente
BetterBubbleSort,14,115609,5.2912192000000005,Decrescente
BetterBubbleSort,14,138784,7.6272359,Decrescente
BetterBubbleSort,14,166604,11.1620404,Decrescente
BetterBubbleSort,14,200000,16.3186323,Decrescente
BetterBubbleSort,15,1,3.1e-06,Decrescente
BetterBubbleSort,15,2,1.8e-06,Decrescente
BetterBubbleSort,15,3,1.6e-06,Decrescente
BetterBubbleSort,15,4,1e-06,Decrescente
BetterBubbleSort,15,6,9e-07,Decrescente
BetterBubbleSort,15,7,1e-06,Decrescente
BetterBubbleSort,15,10,1.1e-06,Decrescente
BetterBubbleSort,15,13,1.8e-06,Decrescente
BetterBubbleSort,15,18,1.9e-06,Decrescente
BetterBubbleSort,15,24,2.2e-06,Decrescente
BetterBubbleSort,15,32,2.3e-06,Decrescente
BetterBubbleSort,15,42,2e-06,Decrescente
BetterBubbleSort,15,56,2.6e-06,Decrescente
BetterBubbleSort,15,75,3.8e-06,Decrescente
BetterBubbleSort,15,100,6.5e-06,Decrescente
BetterBubbleSort,15,133,8.4e-06,Decrescente
BetterBubbleSort,15,178,1.37e-05,Decrescente
BetterBubbleSort,15,237,2.19e-05,Decrescente
BetterBubbleSort,15,316,3.69e-05,Decrescente
BetterBubbleSort,15,422,6.36e-05,Decrescente
BetterBubbleSort,15,562,0.0001102,Decrescente
BetterBubbleSort,15,750,0.0001926,Decrescente
BetterBubbleSort,15,1000,0.0003387,Decrescente
BetterBubbleSort,15,1200,0.0005281,Decrescente
BetterBubbleSort,15,1441,0.0007015,Decrescente
BetterBubbleSort,15,1730,0.0010771,Decrescente
BetterBubbleSort,15,2077,0.0015659,Decrescente
BetterBubbleSort,15,2493,0.0023127,Decrescente
BetterBubbleSort,15,2993,0.0033723,Decrescente
BetterBubbleSort,15,3593,0.0049358,Decrescente
BetterBubbleSort,15,4313,0.0070846,Decrescente
BetterBubbleSort,15,5177,0.010027,Decrescente
BetterBubbleSort,15,6215,0.0148523,Decrescente
BetterBubbleSort,15,7461,0.0211613,Decrescente
BetterBubbleSort,15,8957,0.03072,Decrescente
BetterBubbleSort,15,10752,0.0443399,Decrescente
BetterBubbleSort,15,12907,0.0643466,Decrescente
BetterBubbleSort,15,15495,0.09186589999999994,Decrescente
BetterBubbleSort,15,18601,0.1400534,Decrescente
BetterBubbleSort,15,22330,0.1985515,Decrescente
BetterBubbleSort,15,26806,0.2915817,Decrescente
BetterBubbleSort,15,32179,0.4263285,Decrescente
BetterBubbleSort,15,38629,0.6179763,Decrescente
BetterBubbleSort,15,46373,0.8989795,Decrescente
BetterBubbleSort,15,55668,1.27265,Decrescente
BetterBubbleSort,15,66827,1.8546658,Decrescente
BetterBubbleSort,15,80223,2.589316,Decrescente
BetterBubbleSort,15,96304,3.6958569,Decrescente
BetterBubbleSort,15,115609,5.3990081,Decrescente
BetterBubbleSort,15,138784,7.6930526,Decrescente
BetterBubbleSort,15,166604,11.2994149,Decrescente
BetterBubbleSort,15,200000,16.2851019,Decrescente
BetterBubbleSort,16,1,2.7e-06,Decrescente
BetterBubbleSort,16,2,1.8e-06,Decrescente
BetterBubbleSort,16,3,1.5e-06,Decrescente
BetterBubbleSort,16,4,1e-06,Decrescente
BetterBubbleSort,16,6,9e-07,Decrescente
BetterBubbleSort,16,7,1.1e-06,Decrescente
BetterBubbleSort,16,10,1e-06,Decrescente
BetterBubbleSort,16,13,1.8e-06,Decrescente
BetterBubbleSort,16,18,2e-06,Decrescente
BetterBubbleSort,16,24,1.6e-06,Decrescente
BetterBubbleSort,16,32,1.6e-06,Decrescente
BetterBubbleSort,16,42,2.2e-06,Decrescente
BetterBubbleSort,16,56,2.7e-06,Decrescente
BetterBubbleSort,16,75,0.0001622,Decrescente
BetterBubbleSort,16,100,5.3e-06,Decrescente
BetterBubbleSort,16,133,8.6e-06,Decrescente
BetterBubbleSort,16,178,1.3e-05,Decrescente
BetterBubbleSort,16,237,2.21e-05,Decrescente
BetterBubbleSort,16,316,6.03e-05,Decrescente
BetterBubbleSort,16,422,6.61e-05,Decrescente
BetterBubbleSort,16,562,0.0001633,Decrescente
BetterBubbleSort,16,750,0.0002249,Decrescente
BetterBubbleSort,16,1000,0.000341,Decrescente
BetterBubbleSort,16,1200,0.0004852,Decrescente
BetterBubbleSort,16,1441,0.0007036,Decrescente
BetterBubbleSort,16,1730,0.0010554,Decrescente
BetterBubbleSort,16,2077,0.0015169,Decrescente
BetterBubbleSort,16,2493,0.002239,Decrescente
BetterBubbleSort,16,2993,0.0032769,Decrescente
BetterBubbleSort,16,3593,0.0048668,Decrescente
BetterBubbleSort,16,4313,0.007211,Decrescente
BetterBubbleSort,16,5177,0.0101841,Decrescente
BetterBubbleSort,16,6215,0.0147862,Decrescente
BetterBubbleSort,16,7461,0.0210011,Decrescente
BetterBubbleSort,16,8957,0.0311284,Decrescente
BetterBubbleSort,16,10752,0.0442325,Decrescente
BetterBubbleSort,16,12907,0.0630104,Decrescente
BetterBubbleSort,16,15495,0.09484510000000002,Decrescente
BetterBubbleSort,16,18601,0.1364742,Decrescente
BetterBubbleSort,16,22330,0.1979226,Decrescente
BetterBubbleSort,16,26806,0.2960293,Decrescente
BetterBubbleSort,16,32179,0.41750160000000003,Decrescente
BetterBubbleSort,16,38629,0.6014155,Decrescente
BetterBubbleSort,16,46373,0.8756508000000001,Decrescente
BetterBubbleSort,16,55668,1.2446721,Decrescente
BetterBubbleSort,16,66827,1.8299223,Decrescente
BetterBubbleSort,16,80223,2.6318433,Decrescente
BetterBubbleSort,16,96304,3.7733434,Decrescente
BetterBubbleSort,16,115609,5.4624189,Decrescente
BetterBubbleSort,16,138784,7.8450278,Decrescente
BetterBubbleSort,16,166604,11.1715932,Decrescente
BetterBubbleSort,16,200000,16.1907207,Decrescente
BetterBubbleSort,17,1,2.7e-06,Decrescente
BetterBubbleSort,17,2,1.1e-06,Decrescente
BetterBubbleSort,17,3,1e-06,Decrescente
BetterBubbleSort,17,4,1e-06,Decrescente
BetterBubbleSort,17,6,9e-07,Decrescente
BetterBubbleSort,17,7,9e-07,Decrescente
BetterBubbleSort,17,10,1e-06,Decrescente
BetterBubbleSort,17,13,1.2e-06,Decrescente
BetterBubbleSort,17,18,1.4e-06,Decrescente
BetterBubbleSort,17,24,1.3e-06,Decrescente
BetterBubbleSort,17,32,1.6e-06,Decrescente
BetterBubbleSort,17,42,2.3e-06,Decrescente
BetterBubbleSort,17,56,3.4e-06,Decrescente
BetterBubbleSort,17,75,5e-06,Decrescente
BetterBubbleSort,17,100,8.5e-06,Decrescente
BetterBubbleSort,17,133,1.61e-05,Decrescente
BetterBubbleSort,17,178,0.00018,Decrescente
BetterBubbleSort,17,237,2.44e-05,Decrescente
BetterBubbleSort,17,316,5.55e-05,Decrescente
BetterBubbleSort,17,422,6.41e-05,Decrescente
BetterBubbleSort,17,562,0.0001102,Decrescente
BetterBubbleSort,17,750,0.0001951,Decrescente
BetterBubbleSort,17,1000,0.0003387,Decrescente
BetterBubbleSort,17,1200,0.0004858,Decrescente
BetterBubbleSort,17,1441,0.0007029,Decrescente
BetterBubbleSort,17,1730,0.0010745,Decrescente
BetterBubbleSort,17,2077,0.0015138,Decrescente
BetterBubbleSort,17,2493,0.0022439,Decrescente
BetterBubbleSort,17,2993,0.0033008,Decrescente
BetterBubbleSort,17,3593,0.0049667,Decrescente
BetterBubbleSort,17,4313,0.007132,Decrescente
BetterBubbleSort,17,5177,0.0101285,Decrescente
BetterBubbleSort,17,6215,0.0148218,Decrescente
BetterBubbleSort,17,7461,0.0211237,Decrescente
BetterBubbleSort,17,8957,0.0306612,Decrescente
BetterBubbleSort,17,10752,0.0437158,Decrescente
BetterBubbleSort,17,12907,0.0638759,Decrescente
BetterBubbleSort,17,15495,0.1015723,Decrescente
BetterBubbleSort,17,18601,0.13653459999999995,Decrescente
BetterBubbleSort,17,22330,0.2004205,Decrescente
BetterBubbleSort,17,26806,0.2891217,Decrescente
BetterBubbleSort,17,32179,0.42486219999999997,Decrescente
BetterBubbleSort,17,38629,0.6050083,Decrescente
BetterBubbleSort,17,46373,0.8763466,Decrescente
BetterBubbleSort,17,55668,1.2588755,Decrescente
BetterBubbleSort,17,66827,1.7948487,Decrescente
BetterBubbleSort,17,80223,2.608496,Decrescente
BetterBubbleSort,17,96304,3.8216817,Decrescente
BetterBubbleSort,17,115609,5.4107539,Decrescente
BetterBubbleSort,17,138784,7.8693954,Decrescente
BetterBubbleSort,17,166604,11.2179823,Decrescente
BetterBubbleSort,17,200000,15.9207201,Decrescente
BetterBubbleSort,18,1,3.5e-06,Decrescente
BetterBubbleSort,18,2,2.5e-06,Decrescente
BetterBubbleSort,18,3,1.4e-06,Decrescente
BetterBubbleSort,18,4,9e-07,Decrescente
BetterBubbleSort,18,6,9e-07,Decrescente
BetterBubbleSort,18,7,8e-07,Decrescente
BetterBubbleSort,18,10,9e-07,Decrescente
BetterBubbleSort,18,13,1.1e-06,Decrescente
BetterBubbleSort,18,18,1.2e-06,Decrescente
BetterBubbleSort,18,24,1.6e-06,Decrescente
BetterBubbleSort,18,32,1.6e-06,Decrescente
BetterBubbleSort,18,42,2e-06,Decrescente
BetterBubbleSort,18,56,2.4e-06,Decrescente
BetterBubbleSort,18,75,3.5e-06,Decrescente
BetterBubbleSort,18,100,5.3e-06,Decrescente
BetterBubbleSort,18,133,7.9e-06,Decrescente
BetterBubbleSort,18,178,1.32e-05,Decrescente
BetterBubbleSort,18,237,2.18e-05,Decrescente
BetterBubbleSort,18,316,3.72e-05,Decrescente
BetterBubbleSort,18,422,6.32e-05,Decrescente
BetterBubbleSort,18,562,0.0001099,Decrescente
BetterBubbleSort,18,750,0.0001926,Decrescente
BetterBubbleSort,18,1000,0.0003386,Decrescente
BetterBubbleSort,18,1200,0.0004934,Decrescente
BetterBubbleSort,18,1441,0.0007059,Decrescente
BetterBubbleSort,18,1730,0.0010771,Decrescente
BetterBubbleSort,18,2077,0.0016011,Decrescente
BetterBubbleSort,18,2493,0.0022932,Decrescente
BetterBubbleSort,18,2993,0.0033637,Decrescente
BetterBubbleSort,18,3593,0.0048194,Decrescente
BetterBubbleSort,18,4313,0.0069697,Decrescente
BetterBubbleSort,18,5177,0.010346,Decrescente
BetterBubbleSort,18,6215,0.0146314,Decrescente
BetterBubbleSort,18,7461,0.021041,Decrescente
BetterBubbleSort,18,8957,0.0302049,Decrescente
BetterBubbleSort,18,10752,0.0435287,Decrescente
BetterBubbleSort,18,12907,0.0633836,Decrescente
BetterBubbleSort,18,15495,0.0925571,Decrescente
BetterBubbleSort,18,18601,0.1347876,Decrescente
BetterBubbleSort,18,22330,0.20264400000000005,Decrescente
BetterBubbleSort,18,26806,0.2950851,Decrescente
BetterBubbleSort,18,32179,0.4124977,Decrescente
BetterBubbleSort,18,38629,0.6044954,Decrescente
BetterBubbleSort,18,46373,0.8532504,Decrescente
BetterBubbleSort,18,55668,1.2468677,Decrescente
BetterBubbleSort,18,66827,1.7969544,Decrescente
BetterBubbleSort,18,80223,2.5746222,Decrescente
BetterBubbleSort,18,96304,3.6803789,Decrescente
BetterBubbleSort,18,115609,5.3218287,Decrescente
BetterBubbleSort,18,138784,7.5646034,Decrescente
BetterBubbleSort,18,166604,11.2257411,Decrescente
BetterBubbleSort,18,200000,16.2674205,Decrescente
BetterBubbleSort,19,1,2.9e-06,Decrescente
BetterBubbleSort,19,2,1.7e-06,Decrescente
BetterBubbleSort,19,3,1.6e-06,Decrescente
BetterBubbleSort,19,4,1e-06,Decrescente
BetterBubbleSort,19,6,9e-07,Decrescente
BetterBubbleSort,19,7,8e-07,Decrescente
BetterBubbleSort,19,10,9e-07,Decrescente
BetterBubbleSort,19,13,1.8e-06,Decrescente
BetterBubbleSort,19,18,2e-06,Decrescente
BetterBubbleSort,19,24,1.2e-06,Decrescente
BetterBubbleSort,19,32,1.5e-06,Decrescente
BetterBubbleSort,19,42,2.1e-06,Decrescente
BetterBubbleSort,19,56,2.4e-06,Decrescente
BetterBubbleSort,19,75,3.6e-06,Decrescente
BetterBubbleSort,19,100,0.0001575,Decrescente
BetterBubbleSort,19,133,8.5e-06,Decrescente
BetterBubbleSort,19,178,1.31e-05,Decrescente
BetterBubbleSort,19,237,2.22e-05,Decrescente
BetterBubbleSort,19,316,3.74e-05,Decrescente
BetterBubbleSort,19,422,6.32e-05,Decrescente
BetterBubbleSort,19,562,0.00011,Decrescente
BetterBubbleSort,19,750,0.0001927,Decrescente
BetterBubbleSort,19,1000,0.0003385,Decrescente
BetterBubbleSort,19,1200,0.0004851,Decrescente
BetterBubbleSort,19,1441,0.0007012,Decrescente
BetterBubbleSort,19,1730,0.0010974,Decrescente
BetterBubbleSort,19,2077,0.001515,Decrescente
BetterBubbleSort,19,2493,0.0022941,Decrescente
BetterBubbleSort,19,2993,0.0033791,Decrescente
BetterBubbleSort,19,3593,0.0048307,Decrescente
BetterBubbleSort,19,4313,0.0069529,Decrescente
BetterBubbleSort,19,5177,0.0101128,Decrescente
BetterBubbleSort,19,6215,0.0144464,Decrescente
BetterBubbleSort,19,7461,0.0209821,Decrescente
BetterBubbleSort,19,8957,0.030487900000000012,Decrescente
BetterBubbleSort,19,10752,0.0439468,Decrescente
BetterBubbleSort,19,12907,0.0642485,Decrescente
BetterBubbleSort,19,15495,0.0949554,Decrescente
BetterBubbleSort,19,18601,0.1373329,Decrescente
BetterBubbleSort,19,22330,0.1990381,Decrescente
BetterBubbleSort,19,26806,0.2956373,Decrescente
BetterBubbleSort,19,32179,0.41916299999999995,Decrescente
BetterBubbleSort,19,38629,0.6207081,Decrescente
BetterBubbleSort,19,46373,0.8756165,Decrescente
BetterBubbleSort,19,55668,1.2373197999999999,Decrescente
BetterBubbleSort,19,66827,1.8216773000000002,Decrescente
BetterBubbleSort,19,80223,2.6210513,Decrescente
BetterBubbleSort,19,96304,3.7133143,Decrescente
BetterBubbleSort,19,115609,5.6096571,Decrescente
BetterBubbleSort,19,138784,7.6582801,Decrescente
BetterBubbleSort,19,166604,11.5462311,Decrescente
BetterBubbleSort,19,200000,16.1591903,Decrescente
BetterBubbleSort,20,1,3.7e-06,Decrescente
BetterBubbleSort,20,2,1.1e-06,Decrescente
BetterBubbleSort,20,3,9e-07,Decrescente
BetterBubbleSort,20,4,1e-06,Decrescente
BetterBubbleSort,20,6,0.0001555,Decrescente
BetterBubbleSort,20,7,1.2e-06,Decrescente
BetterBubbleSort,20,10,1e-06,Decrescente
BetterBubbleSort,20,13,1.3e-06,Decrescente
BetterBubbleSort,20,18,1.6e-06,Decrescente
BetterBubbleSort,20,24,1.4e-06,Decrescente
BetterBubbleSort,20,32,1.6e-06,Decrescente
BetterBubbleSort,20,42,2.3e-06,Decrescente
BetterBubbleSort,20,56,3.2e-06,Decrescente
BetterBubbleSort,20,75,5.1e-06,Decrescente
BetterBubbleSort,20,100,8.5e-06,Decrescente
BetterBubbleSort,20,133,1.47e-05,Decrescente
BetterBubbleSort,20,178,2.79e-05,Decrescente
BetterBubbleSort,20,237,4.93e-05,Decrescente
BetterBubbleSort,20,316,8.07e-05,Decrescente
BetterBubbleSort,20,422,0.0001441,Decrescente
BetterBubbleSort,20,562,0.0002577,Decrescente
BetterBubbleSort,20,750,0.0001923,Decrescente
BetterBubbleSort,20,1000,0.0003382,Decrescente
BetterBubbleSort,20,1200,0.0004911,Decrescente
BetterBubbleSort,20,1441,0.0007266,Decrescente
BetterBubbleSort,20,1730,0.0010751,Decrescente
BetterBubbleSort,20,2077,0.0016057,Decrescente
BetterBubbleSort,20,2493,0.0023073,Decrescente
BetterBubbleSort,20,2993,0.0034603,Decrescente
BetterBubbleSort,20,3593,0.0048127,Decrescente
BetterBubbleSort,20,4313,0.0069767,Decrescente
BetterBubbleSort,20,5177,0.0101241,Decrescente
BetterBubbleSort,20,6215,0.0150639,Decrescente
BetterBubbleSort,20,7461,0.0227385,Decrescente
BetterBubbleSort,20,8957,0.0300905,Decrescente
BetterBubbleSort,20,10752,0.0445771,Decrescente
BetterBubbleSort,20,12907,0.0646587,Decrescente
BetterBubbleSort,20,15495,0.105109,Decrescente
BetterBubbleSort,20,18601,0.1348706,Decrescente
BetterBubbleSort,20,22330,0.1950754,Decrescente
BetterBubbleSort,20,26806,0.284911,Decrescente
BetterBubbleSort,20,32179,0.4624749,Decrescente
BetterBubbleSort,20,38629,0.6239053999999999,Decrescente
BetterBubbleSort,20,46373,0.8504439,Decrescente
BetterBubbleSort,20,55668,1.2305549,Decrescente
BetterBubbleSort,20,66827,1.7934095,Decrescente
BetterBubbleSort,20,80223,2.5921731,Decrescente
BetterBubbleSort,20,96304,3.71181,Decrescente
BetterBubbleSort,20,115609,5.3495086,Decrescente
BetterBubbleSort,20,138784,7.5864658,Decrescente
BetterBubbleSort,20,166604,11.1355191,Decrescente
BetterBubbleSort,20,200000,15.7337481,Decrescente
BubbleSort,1,1,3.5e-06,Decrescente
BubbleSort,1,2,1.2e-06,Decrescente
BubbleSort,1,3,0.0002601,Decrescente
BubbleSort,1,4,1.4e-06,Decrescente
BubbleSort,1,6,9e-07,Decrescente
BubbleSort,1,7,1e-06,Decrescente
BubbleSort,1,10,1e-06,Decrescente
BubbleSort,1,13,1e-06,Decrescente
BubbleSort,1,18,1.2e-06,Decrescente
BubbleSort,1,24,1.1e-06,Decrescente
BubbleSort,1,32,1.5e-06,Decrescente
BubbleSort,1,42,1.8e-06,Decrescente
BubbleSort,1,56,2.4e-06,Decrescente
BubbleSort,1,75,3.4e-06,Decrescente
BubbleSort,1,100,5.5e-06,Decrescente
BubbleSort,1,133,8.7e-06,Decrescente
BubbleSort,1,178,1.41e-05,Decrescente
BubbleSort,1,237,2.12e-05,Decrescente
BubbleSort,1,316,3.59e-05,Decrescente
BubbleSort,1,422,6.29e-05,Decrescente
BubbleSort,1,562,0.0001084,Decrescente
BubbleSort,1,750,0.0001916,Decrescente
BubbleSort,1,1000,0.0003362,Decrescente
BubbleSort,1,1200,0.0004829,Decrescente
BubbleSort,1,1441,0.0008436,Decrescente
BubbleSort,1,1730,0.001072,Decrescente
BubbleSort,1,2077,0.0016304,Decrescente
BubbleSort,1,2493,0.0022286,Decrescente
BubbleSort,1,2993,0.0032767,Decrescente
BubbleSort,1,3593,0.0048852,Decrescente
BubbleSort,1,4313,0.0068776,Decrescente
BubbleSort,1,5177,0.0101063,Decrescente
BubbleSort,1,6215,0.0147344,Decrescente
BubbleSort,1,7461,0.0212594,Decrescente
BubbleSort,1,8957,0.0301423,Decrescente
BubbleSort,1,10752,0.0434429,Decrescente
BubbleSort,1,12907,0.0629166,Decrescente
BubbleSort,1,15495,0.1021066,Decrescente
BubbleSort,1,18601,0.1393057,Decrescente
BubbleSort,1,22330,0.1972899,Decrescente
BubbleSort,1,26806,0.27790230000000005,Decrescente
BubbleSort,1,32179,0.401915,Decrescente
BubbleSort,1,38629,0.5898519,Decrescente
BubbleSort,1,46373,0.8360783,Decrescente
BubbleSort,1,55668,1.2037086000000001,Decrescente
BubbleSort,1,66827,1.7629502000000001,Decrescente
BubbleSort,1,80223,2.5591513,Decrescente
BubbleSort,1,96304,3.617501,Decrescente
BubbleSort,1,115609,5.2505497,Decrescente
BubbleSort,1,138784,7.5180263,Decrescente
BubbleSort,1,166604,10.830284,Decrescente
BubbleSort,1,200000,15.5799119,Decrescente
BubbleSort,2,1,2.8e-06,Decrescente
BubbleSort,2,2,1.1e-06,Decrescente
BubbleSort,2,3,9e-07,Decrescente
BubbleSort,2,4,1e-06,Decrescente
BubbleSort,2,6,9e-07,Decrescente
BubbleSort,2,7,1e-06,Decrescente
BubbleSort,2,10,9e-07,Decrescente
BubbleSort,2,13,1e-06,Decrescente
BubbleSort,2,18,1e-06,Decrescente
BubbleSort,2,24,1.2e-06,Decrescente
BubbleSort,2,32,1.5e-06,Decrescente
BubbleSort,2,42,1.9e-06,Decrescente
BubbleSort,2,56,2.7e-06,Decrescente
BubbleSort,2,75,3.6e-06,Decrescente
BubbleSort,2,100,5.3e-06,Decrescente
BubbleSort,2,133,8.4e-06,Decrescente
BubbleSort,2,178,1.45e-05,Decrescente
BubbleSort,2,237,2.3e-05,Decrescente
BubbleSort,2,316,4e-05,Decrescente
BubbleSort,2,422,6.88e-05,Decrescente
BubbleSort,2,562,0.0001329,Decrescente
BubbleSort,2,750,0.0001991,Decrescente
BubbleSort,2,1000,0.0003677,Decrescente
BubbleSort,2,1200,0.0005184,Decrescente
BubbleSort,2,1441,0.0007056,Decrescente
BubbleSort,2,1730,0.0010712,Decrescente
BubbleSort,2,2077,0.0015509,Decrescente
BubbleSort,2,2493,0.0023083,Decrescente
BubbleSort,2,2993,0.00332,Decrescente
BubbleSort,2,3593,0.0047724,Decrescente
BubbleSort,2,4313,0.006881,Decrescente
BubbleSort,2,5177,0.0099491,Decrescente
BubbleSort,2,6215,0.0144038,Decrescente
BubbleSort,2,7461,0.0206885,Decrescente
BubbleSort,2,8957,0.0302896,Decrescente
BubbleSort,2,10752,0.0440635,Decrescente
BubbleSort,2,12907,0.0639178,Decrescente
BubbleSort,2,15495,0.0940848,Decrescente
BubbleSort,2,18601,0.1375684,Decrescente
BubbleSort,2,22330,0.1923678,Decrescente
BubbleSort,2,26806,0.28539820000000005,Decrescente
BubbleSort,2,32179,0.408716,Decrescente
BubbleSort,2,38629,0.5839548999999999,Decrescente
BubbleSort,2,46373,0.8505619,Decrescente
BubbleSort,2,55668,1.2043869,Decrescente
BubbleSort,2,66827,1.7607941,Decrescente
BubbleSort,2,80223,2.5505891,Decrescente
BubbleSort,2,96304,3.6239001,Decrescente
BubbleSort,2,115609,5.231513,Decrescente
BubbleSort,2,138784,7.5442241,Decrescente
BubbleSort,2,166604,10.8674656,Decrescente
BubbleSort,2,200000,15.5621267,Decrescente
BubbleSort,3,1,3.1e-06,Decrescente
BubbleSort,3,2,1.9e-06,Decrescente
BubbleSort,3,3,9e-07,Decrescente
BubbleSort,3,4,9e-07,Decrescente
BubbleSort,3,6,9e-07,Decrescente
BubbleSort,3,7,1.6e-06,Decrescente
BubbleSort,3,10,1.7e-06,Decrescente
BubbleSort,3,13,1e-06,Decrescente
BubbleSort,3,18,1e-06,Decrescente
BubbleSort,3,24,1.4e-06,Decrescente
BubbleSort,3,32,1.4e-06,Decrescente
BubbleSort,3,42,0.0001507,Decrescente
BubbleSort,3,56,2.5e-06,Decrescente
BubbleSort,3,75,3.3e-06,Decrescente
BubbleSort,3,100,7.3e-06,Decrescente
BubbleSort,3,133,7.6e-06,Decrescente
BubbleSort,3,178,1.3e-05,Decrescente
BubbleSort,3,237,2.14e-05,Decrescente
BubbleSort,3,316,3.61e-05,Decrescente
BubbleSort,3,422,6.3e-05,Decrescente
BubbleSort,3,562,0.0001095,Decrescente
BubbleSort,3,750,0.0001917,Decrescente
BubbleSort,3,1000,0.000336,Decrescente
BubbleSort,3,1200,0.0004828,Decrescente
BubbleSort,3,1441,0.0006987,Decrescente
BubbleSort,3,1730,0.001073,Decrescente
BubbleSort,3,2077,0.001563,Decrescente
BubbleSort,3,2493,0.0022392,Decrescente
BubbleSort,3,2993,0.0032748,Decrescente
BubbleSort,3,3593,0.0047038,Decrescente
BubbleSort,3,4313,0.0069648,Decrescente
BubbleSort,3,5177,0.0100721,Decrescente
BubbleSort,3,6215,0.0144958,Decrescente
BubbleSort,3,7461,0.0209777,Decrescente
BubbleSort,3,8957,0.0301423,Decrescente
BubbleSort,3,10752,0.0435906,Decrescente
BubbleSort,3,12907,0.0628415,Decrescente
BubbleSort,3,15495,0.1016437,Decrescente
BubbleSort,3,18601,0.1340331,Decrescente
BubbleSort,3,22330,0.1915929,Decrescente
BubbleSort,3,26806,0.2951328,Decrescente
BubbleSort,3,32179,0.4121007,Decrescente
BubbleSort,3,38629,0.578114,Decrescente
BubbleSort,3,46373,0.839879,Decrescente
BubbleSort,3,55668,1.2084304,Decrescente
BubbleSort,3,66827,1.7619486,Decrescente
BubbleSort,3,80223,2.53195,Decrescente
BubbleSort,3,96304,3.6610656,Decrescente
BubbleSort,3,115609,5.2458062,Decrescente
BubbleSort,3,138784,7.5437681,Decrescente
BubbleSort,3,166604,10.9163443,Decrescente
BubbleSort,3,200000,15.7019148,Decrescente
BubbleSort,4,1,3.4e-06,Decrescente
BubbleSort,4,2,2e-06,Decrescente
BubbleSort,4,3,1e-06,Decrescente
BubbleSort,4,4,8e-07,Decrescente
BubbleSort,4,6,7e-07,Decrescente
BubbleSort,4,7,8e-07,Decrescente
BubbleSort,4,10,8e-07,Decrescente
BubbleSort,4,13,1e-06,Decrescente
BubbleSort,4,18,1e-06,Decrescente
BubbleSort,4,24,1.1e-06,Decrescente
BubbleSort,4,32,1.3e-06,Decrescente
BubbleSort,4,42,2e-06,Decrescente
BubbleSort,4,56,2.2e-06,Decrescente
BubbleSort,4,75,4.1e-06,Decrescente
BubbleSort,4,100,5.1e-06,Decrescente
BubbleSort,4,133,7.5e-06,Decrescente
BubbleSort,4,178,1.28e-05,Decrescente
BubbleSort,4,237,2.08e-05,Decrescente
BubbleSort,4,316,3.65e-05,Decrescente
BubbleSort,4,422,6.31e-05,Decrescente
BubbleSort,4,562,0.0001078,Decrescente
BubbleSort,4,750,0.0001914,Decrescente
BubbleSort,4,1000,0.0003364,Decrescente
BubbleSort,4,1200,0.0004829,Decrescente
BubbleSort,4,1441,0.0007118,Decrescente
BubbleSort,4,1730,0.0011193,Decrescente
BubbleSort,4,2077,0.001582,Decrescente
BubbleSort,4,2493,0.0022427,Decrescente
BubbleSort,4,2993,0.0033655,Decrescente
BubbleSort,4,3593,0.0048183,Decrescente
BubbleSort,4,4313,0.0070611,Decrescente
BubbleSort,4,5177,0.0101309,Decrescente
BubbleSort,4,6215,0.0142321,Decrescente
BubbleSort,4,7461,0.021023,Decrescente
BubbleSort,4,8957,0.0306415,Decrescente
BubbleSort,4,10752,0.0435639,Decrescente
BubbleSort,4,12907,0.0627713,Decrescente
BubbleSort,4,15495,0.0921482,Decrescente
BubbleSort,4,18601,0.13643530000000004,Decrescente
BubbleSort,4,22330,0.2004499,Decrescente
BubbleSort,4,26806,0.2820993,Decrescente
BubbleSort,4,32179,0.4043876,Decrescente
BubbleSort,4,38629,0.5983845,Decrescente
BubbleSort,4,46373,0.8464527,Decrescente
BubbleSort,4,55668,1.2097908,Decrescente
BubbleSort,4,66827,1.7671106,Decrescente
BubbleSort,4,80223,2.5450105,Decrescente
BubbleSort,4,96304,3.6754619,Decrescente
BubbleSort,4,115609,5.31581,Decrescente
BubbleSort,4,138784,7.6320118,Decrescente
BubbleSort,4,166604,10.9797778,Decrescente
BubbleSort,4,200000,16.0396531,Decrescente
BubbleSort,5,1,3.4e-06,Decrescente
BubbleSort,5,2,1.3e-06,Decrescente
BubbleSort,5,3,1.7e-06,Decrescente
BubbleSort,5,4,1.7e-06,Decrescente
BubbleSort,5,6,9e-07,Decrescente
BubbleSort,5,7,9e-07,Decrescente
BubbleSort,5,10,1e-06,Decrescente
BubbleSort,5,13,1.2e-06,Decrescente
BubbleSort,5,18,1.1e-06,Decrescente
BubbleSort,5,24,1.3e-06,Decrescente
BubbleSort,5,32,0.0001691,Decrescente
BubbleSort,5,42,1.66e-05,Decrescente
BubbleSort,5,56,3.2e-06,Decrescente
BubbleSort,5,75,5.4e-06,Decrescente
BubbleSort,5,100,5.6e-06,Decrescente
BubbleSort,5,133,9.6e-06,Decrescente
BubbleSort,5,178,1.48e-05,Decrescente
BubbleSort,5,237,2.34e-05,Decrescente
BubbleSort,5,316,3.91e-05,Decrescente
BubbleSort,5,422,6.45e-05,Decrescente
BubbleSort,5,562,0.000113,Decrescente
